placa;modelo;linea;motor;cilindraje;marca_id;created_at;updated_at;cantidad_aceite_motor;marca_aceite;tipo_aceite;filtro_aceite;filtro_aire;cantidad_aceite_cc;marca_cc;tipo_aceite_cc;filtro_aceite_cc;filtro_de_enfriador;tipo_caja;cantidad_aceite_diferencial;marca_aceite_d;tipo_aceite_d;cant_aceite_transfer;marca_aceite_t;tipo_aceite_t;filtro_cabina;filtro_diesel;contra_filtro_diesel;candelas;pastillas_delanteras;pastillas_traseras;fajas;aceite_hidraulico
P340FLR;2014;RAV4;XX;XX;44;X;X;4.5LITROS;MAXLIFEBARRIL;10W30;P980;17801-21050;XX;MAXLIFEATF;X;X;X;X;XX;X;X;3GLS;FT35330-0W040;XX;X;XX;X;X;X;X;X;X
P503JLN;2022;RAV4;2.5;4;44;X;X;1GARRAFA;QUAKERFULL;W20;PH2840;17801-25020;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P681JFF;2002;RAV4;2;4;44;X;X;1GARRAFA;KENDALL;20W50;PH2840;17801-28010;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10139;X;XX;X;X;X;X;X;X
P103JMF;XX;RAV4;XX;4;44;X;X;1GARRAFA;QUAKERFULL;5W30;P967;CA10677;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P666JCX;2007;RAV4;XX;4;44;X;X;1GARRAFA;QUAKER;20W50;PH2840;CA10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P187GTQ;2007;RAV4;2.4;4;44;X;X;1GARRAFA;CASTROLMAG.;20W50;PH2840;CA10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P499HKN;2015;RAV4;2.4;4;44;X;X;1GARRAFA;QUAKERFULL;W20;P967;CA10677;XX;ATFCASTROL;X;X;X;X;XX;X;X;4GALS.;FT35330-73010;XX;X;XX;X;X;X;X;X;X
P768GPR;2015;RAV4;2.4;4;44;X;X;1GARRAFA;QUAKERFULL;5W20;P967;CA10677;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P432JTG;2009;RAV4;XX;4;44;X;X;1GARRAFA;VALV.MAXLIFE;5W20;P967;CA10169;XX;CASTROLATF;X;X;X;X;XX;X;X;5LITROS;FT1181;XX;X;XX;X;X;X;X;X;X
P510JFH;2020;RAV4;XX;4;44;X;X;1GARRAFA;QUAKERFULL;0W20;PH2840;17801-25020;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P206JTH;2012;RAV4;2.5;4;44;X;X;1GARRAFA;VALV.MAXLIFE;10W30;P967;CA10169;XX;ATFCASTROL;X;X;X;X;XX;X;X;4GALS.;FT1181;CF10285;X;XX;X;X;X;X;X;X
P143DZN;XX;RAV4;XX;4;44;X;X;1GARRAFA;CASTROLMAG.;20W50;PH2840;CA10169;75W90GL5;TRANSF75W90;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P166HPZ;2018;RAV4;2.4;XX;44;X;X;1GARRAFA;QUAKERFULL;5W20;P967;CA10677;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P791JJD;XX;RAV4;XX;XX;44;X;X;1GARRAFA;QUAKERFULL;10W30;P967;CA10169;X;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P387GYW;XX;RAV4;XX;4;44;X;X;1GARRAFA;CASTROLGTX;20W50;PH2840;17801-28010;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;5LTOS.APROX.;FT1181;CF10139;X;XX;X;X;X;X;X;X
P957JZH;XX;RAV4;XX;XX;44;X;X;GARRAFA;QUAKER;10W30;PH2840;CA10169;XX;CASTROLATF;X;X;X;X;XX;X;X;1GALON;FT1181;X;X;XX;X;X;X;X;X;X
P635JXN;2014;RAV4;XX;XX;44;X;X;1GARRAFA;MAXLIFE;5W30;P967;CA10677;XX;CASTROLATF;X;X;X;X;XX;X;X;1GALON;FT73010;CF10285;X;XX;X;X;X;X;X;X
P556GWR;2003;RAV4;2;4;44;X;X;XX;XX;XX;XX;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P157JZK;2016;RAV4;XX;XX;44;X;X;1GARRAFA;MAXLIFE;5W20;P967;XX;X;XX;X;X;X;X;XX;X;X;X;XX;X;X;XX;X;X;X;X;X;X
P549JXN;2018;RAV4;2.4;XX;44;X;X;1GARRAFA;QUAKERFULL;5W20;P967;CA10677;XX;X;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P213GMN;XX;RAV4;XX;XX;44;X;X;4LITROS;GTXBARRIL;20W50;PH2840;17801-28010;XX;X;X;X;X;X;XXX;X;X;XX;XX;X;X;XX;X;X;X;X;X;X
P846KMP;2004;RAV4;XX;XX;44;X;X;4LITROS;MAXLIFEBARRIL;10W30;PH2840;XX;XX;XX;X;X;X;X;XXX;X;X;XX;XXX;XX;X;XX;X;X;X;X;X;X
P395JGY;XX;RAV4;XX;XX;44;X;X;1GARRAFA;EUROL;10W30;PH2840;XX;XX;X;X;X;X;X;X;X;X;XX;X;XX;X;XX;X;X;X;X;X;X
P989FWT;XX;RAV4;XX;XX;44;X;X;4.5LITROS;MOTUL;20W50;PH2840;CA10169;XX;X;X;X;X;X;X;X;X;X;X;CF10285;X;XX;X;X;X;X;X;X
P914JJG;XX;RAV4;XX;4;44;X;X;1GARRAFA;MAXLIFE;10W40;P-967;CA10677;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P199KFW;XX;RAV4;XX;XX;44;X;X;1GARRAFA;VALVOLINEFULL;5W30;WL10332;17801-25020;X;XX;X;X;X;X;X;X;X;X;X;K1310;X;XX;X;X;X;X;X;X
P437KTB;X;RAV4;X;X;44;X;X;1GARRAFA;QUAKER;10W30;P967;CA10677;X;XX;X;X;X;X;X;X;X;X;X;CF10285;X;X;X;X;X;X;X;X
P375KXN;2018;RAV4;2.7;X;44;X;X;5LITROS;MOTUL;10W30BARRIL;P967;X;X;X;X;X;X;X;X;X;X;X;X;CF10285;X;X;X;X;X;X;X;X
P311KYH;2015;RAV4;2.4;X;44;X;X;1GARRAFA;MAGNATEC;10W30;P967;CA10677;XX;CASTROLATF;X;X;X;X;X;X;X;5LITROS;FT35330-73010;CF10285;X;X;X;X;X;X;X;X
P784HXX;XX;RAV.4;XX;V-6;44;X;X;6LTOS.BARRIL;VALV.MAXLIFE;10W30;P967;CA10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P038FNK;2010;RAV4;2;4;44;X;X;1GL.;QUAKER;20W50;PCB10358;PAB10169;X;DURADRIVE;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P947FQF;2003;RAV4;2;4;44;X;X;5LTOS.;SHELLHELIX;20W50;PH2840;17801-28010;X;DURADRIVE;X;X;X;X;X;X;X;4LTOS.;FT1181;X;X;X;X;X;X;X;X;X
P455CBY;1997;RAV4;2;4;44;X;X;1GL.;HELIX;20W50;PH2840;17801-16030;75W90;X;X;X;X;X;X;X;X;5LTOS.;X;X;X;X;X;X;X;X;X;X
P719FQJ;1998;RAV4;2;4;44;X;X;1GL.;QUAKER;20W50;PH2840;17801-16030;X;MULTIVEHICULO;X;X;X;X;X;X;X;4o5LTOS.;FT1142oFT1162;BKRSE-11;X;X;X;X;X;X;X;X
P523FJC;2006;RAV4;2.4;4;44;X;X;1GL.(5);CASTROLGTX;20W50;PH2840;PAB10169;X;DURADRIVE;X;X;X;X;X;X;X;4LTOS.;FT1181;X;X;X;X;X;X;X;X;X
P142FRW;2010;RAV4;2.5;4;44;X;X;5LTOS.;QUAKER;10W30;P967;17801-AD010;X;ATFCASTROL;X;X;X;X;X;X;X;3GLS.;FT1232;CF10285;X;X;X;X;X;X;X;X
P514FWV;2003;RAV4;2.3;4;44;X;X;1GL.;QUAKER;20W50;PH2840;17801-28010;X;DURADRIVE;X;X;X;X;X;X;X;4LTOS.APROX.;FT1181;CF10139;X;X;X;X;X;X;X;X
P395GCH;2004;RAV4;2.4;4;44;X;X;1GL.(4);CASTROLGTX;20W50;PH2840;17801-28010;X;DURADRIVE;X;X;X;X;X;X;X;4LTOS.;FT1181;X;X;X;X;X;X;X;X;X
P228FYT;2011;RAV4;2.5;4;44;X;X;1GL.1LTO.;CASTROLMAG.;10W30;P967;PAB10169;X;DURADRIVE;X;X;X;X;X;X;X;4LTOSAPROX.;FT1181;X;X;X;X;X;X;X;X;X
P279FWV;2005;RAV4;2.4;4;44;X;X;1GL.;CASTROLMAG.;10W30;PH2840;17801-28010;X;DURADRIVE;X;X;X;X;X;X;X;4LTOS.APROX.;FT1181;X;X;X;X;X;X;X;X;X
P779FLW;2005;RAV4;2.4;4;44;X;X;4.5LTOS.;VALV.MAXLIFE;10W30;PH2840;17801-28010;X;DURADRIVE;X;X;X;X;80W90GL5;X;X;4LTOS.;FT1181;X;X;X;X;X;X;X;X;X
P815GDW;2004;RAV4;2.4;4;44;X;X;4.5LTOS.;QUAKER;10W30;PH2840;17801-28010;X;DURADRIVE;X;X;X;X;X;X;X;4LTOS.APROX.;X;X;X;X;X;X;X;X;X;X
P299FXL;2008;RAV4;2.4;4;44;X;X;1GL.;QUAKER;20W50;PH2840;PAB10169;X;DURADRIVE;X;X;X;X;X;X;X;4LTOS.APROX.;FT1181;X;X;X;X;X;X;X;X;X
P508GDP;2007;RAV4;2.4;4;44;X;X;1GL;QUAKER;20W50;PH2840;PAB10169;X;DURADRIVE;X;X;X;X;X;X;X;4LTOS.APROX.;FT1181;X;X;X;X;X;X;X;X;X
P712FVK;2010;RAV4;2.5;4;44;X;X;4.5;QUAKER;5W20;P967;PAB10169;X;DURADRIVE;X;X;X;X;X;X;X;4LTOS.APROX.;FT1181;X;X;X;X;X;X;X;X;X
P190DVS;1997;RAV4;2.04X4;4;44;X;X;1GL.;QUAKER;20W50;PH2840;17801-16030;80W90;X;X;X;X;X;85W140;X;X;X;X;X;X;X;X;X;X;X;X;X
P949GYG;XX;RAV4;XX;XX;44;X;X;1GL;MAXLIFE;10W30;P967;CA10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P656FWT;XX;RAV4;XX;XX;44;X;X;1GL;MAXLIFE;10W30;PH2840;17801-28010;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P930HJM;2005;RAV4;2.4;XX;44;X;X;4LTS.;GTX;20W50;PH2840;17801-28010;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P740FYT;XX;RAV4;XX;XX;44;X;X;XX;XX;XX;XX;XX;XX;CASTROLATF;X;X;X;X;XX;X;X;5LTSAPROX;FT1181;XX;X;XX;X;X;X;X;X;X
P511HBZ;XX;RAV4;XX;XX;44;X;X;1GALON;QUAKERFULL;0W20;P967;CA10677;XX;CASTROLATF;X;X;X;X;XX;X;X;4GALONES;FT35330-73010;CF10285F/CABINA;X;XX;X;X;X;X;X;X
P449GQQ;2006;RAV4;2.4;XX;44;X;X;1GARRAFA;EUROL;10W30;PH2840;CA10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P666JGX;XX;RAV4;XX;XX;44;X;X;XX;XX;XX;XX;XX;XX;CAST.MULT.ATF;X;X;X;X;XX;X;X;5LTS;FT1181;XX;X;XX;X;X;X;X;X;X
P267DRL;XX;RAV4;XX;XX;44;X;X;1GL;MAXLIFE;20W50;PH2840;17801-28010;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;F/CAB.10139;X;X;X;X;X;X
P683FKB;XX;RAV4;XX;XX;44;X;X;1GARRAFA;MAXLIFE;10W30;PH2840;CA10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P004JCY;XX;RAV4;XX;XX;44;X;X;4.5LITROS;CASTROLGTX;20W50;PH2840;CA10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P402GXT;XX;RAV4;XX;XX;44;X;X;4LITROS;GTXBARRIL;20W50;PH2840;17801-28010;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P281HXY;XX;RAV4;2.4;XX;44;X;X;1GARRAFA;QUAKERFULL;10W30;P967;CA10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P571GMH;2008;RAV4;2.4;XX;44;X;X;1GARRAFA;MAGNATEC;10W30;PH2840;CA10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P571GMJ;2008;RAV4;2.4;XX;44;X;X;1GARRAFA;MAGNATEC;10W30;PH2840;CA10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;CF10285;X;X;X;X;X;X
P884FWV;2004;RAV4;XX;XX;44;X;X;1GARRAFA;MAGNATEC;20W50;PH2840;17801-28010;XX;XX;X;X;X;X;XX;X;X;XXX;XX;CF10139;X;XX;X;X;X;X;X;X
P128GXD;XX;RAV4;XX;XX;44;X;X;5LITROS;GTXBARRIL;20W50;PH2840;CA10169;XX;CASTROLATF;X;X;X;X;XX;X;X;4LITROS;FT1181;XX;X;XX;X;X;X;X;X;X
P084DSM;XX;RAV4;XX;XX;44;X;X;4LITROS;GTXBARRIL;20W50;PH2840;17801-16030;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P130JCX;2002;RAV4;XX;XX;44;X;X;XX;XX;XX;XX;XX;XX;CASTROLATF;X;X;X;X;XX;X;X;3GLS;FT1181;CF10139;X;XX;X;X;X;X;X;X
P204GRL;XX;RAV4;XX;XX;44;X;X;1GARRAFA;QUAKER;5W30;PH2840;XXX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P213GHP;2010;RAV4;2.4;XX;44;X;X;1GARRAFA;MAXLIFE;5W20;P967;CA10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P088HSL;2017;RAV4;XX;XX;44;X;X;1GARRAFA;QUAKERFULL;5W30;P967;CA10677;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P662GGZ;XX;RAV4;XX;XX;44;X;X;1GARRAFA;VALVOLINEFULL;0W20;P967;CA10677;VALV75W90;XX;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P533FXJ;XX;RAV4;XX;XX;44;X;X;XX;XX;XX;XX;XX;XX;MAXLIFEATF;X;X;X;X;XX;X;X;3GLS;35330-73010;XX;X;XX;X;X;X;X;X;X
P758FNK;XX;RAV4;XX;XX;44;X;X;GARRAFA;MAGNATEC;20W50;PH2840;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P640FVJ;2008;RAV4;XX;XX;44;X;X;1GARRAFA;MAGNATEC;20W50;PH2840;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P572JFD;2007;RAV4;XX;XX;44;X;X;1GARRAFA;MAGNATEC;20W50;PH2840;CA10169;XX;CASTROLATF;X;X;X;X;XX;X;X;5LITROS;FT1181;CF10285;X;XX;X;X;X;X;X;X
P621GKS;XX;RAV4;XX;XX;44;X;X;4.5LITROS;MOTUL;20W50BARRIL;PH2840;CA10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P387JBM;2018;RAV4;XX;XX;44;X;X;5LITROS;MAXLIFEBARRIL;10W30;P967;CA10677;XX;CASTROLATF;X;X;X;X;XX;X;X;3GALONES;FT35330-73010;CF10285;X;XX;X;X;X;X;X;X
P900KCY;2009;RAV4;2.4;XX;44;X;X;4.5LITROS;MAXLIFEBARRIL;10W30;P967;CA10169;XX;CASTROLATF;X;X;X;X;XX;X;X;3GALONES;FT1181;CF10285;X;XX;X;X;X;X;X;X
P878JJG;2017;RAV4;XX;XX;44;X;X;1GARRAFA;QUAKERFULL;5W20;P967;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P457GKX;2010;RAV4;2.2;XX;44;X;X;1GARRAFA;QUAKERFULL;10W30;P967;CA10169;XX;CASTROLATF;X;X;X;X;XX;X;X;5LITROS;FT1181;XX;X;XX;X;X;X;X;X;X
P610JBL;2012;RAV4;XX;XX;44;X;X;1GARRAFA;MAGNATEC;20W50;P967;CA10169;XX;X;X;X;X;X;XX;X;X;XX;XXX;CF10285;X;XX;X;X;X;X;X;X
P273KFR;2011;RAV4;2.3;V-6;44;X;X;6LITROS;QUAKERFULL;5W30;P967;XX;XX;CASTROLATF;X;X;X;X;XX;X;X;4GALONES;FT1232;CF10285;X;XX;X;X;X;X;X;X
P707JTG;XX;RAV4;XX;XX;44;X;X;4LITROS;GTXTONEL;20W50;PH2840;X;XX;XXX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P913GWK;XX;RAV4;XX;XX;44;X;X;1GARRAFA;MAXLIFE;20W50;PH2840;CA10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P293FTZ;XX;RAV4;XX;XX;44;X;X;1GARRAFA;GTXSELLADO;20W50;PH2840;17801-28010;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P653JWF;2013;RAV4;XX;XX;44;X;X;1GARRAFA;MAGNATEC;10W30;P967;CA10677;XX;CASTROLATF;X;X;X;X;XX;X;X;3GLS;FT35330-73010;XX;X;XX;X;X;X;X;X;X
P871J;XX;RAV4;XX;XX;44;X;X;1GARRAFA;MAGNATEC;20W50;PH2840;CA10169;XXX;X;X;X;X;X;XXXX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P627HZL;XX;RAV4;XX;X;44;X;X;1GARRAFA;MAXLIFE;20W50;PH2840;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
HDK6479;XX;RAV4;XX;XX;44;X;X;1GARRAFA;MAGNATEC;10W30;PH2840;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P868GLR;XX;RAV4;XX;XX;44;X;X;1GARRAFA;VALVOLINEFULL;5W30;P980;17801-21050;X;XX;X;X;X;X;XX;X;X;XX;X;CF10285;X;XX;X;X;X;X;X;X
P087KMZ;2007;RAV4;XX;XX;44;X;X;5LITROS;MOTULBARRL;10W30;PH2840;CA10169;XX;CASTROLATF;X;X;X;X;XX;X;X;4GLS;FT1181;CF10285;X;XX;X;X;X;X;X;X
P808JNL;2001;RAV4;XX;XX;44;X;X;4LITROS;MAXLIFE;10W30;PH2840;17801-28010;XX;CASTROLATF;X;X;X;X;XX;X;X;5LITROS;FT1181;CF10139;X;XX;X;X;X;X;X;X
P483GRW;2004;RAV4;XX;XX;44;X;X;4LITROS;MOTUL;20W50BARRIL;PH2840;17801-28010;X;X;X;X;X;X;XX;X;X;XX;XX;CF10139;X;XX;X;X;X;X;X;X
P502GNJ;XX;RAV4;XX;X;44;X;X;1GARRAFA;MAXLIFE;20W50;PH2840;CA10169;X;XX;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P945KLC;XX;RAV4;XX;XX;44;X;X;4LITROS;MOTUL;20W50BARRIL;PH2840;17801-28010;XX;CASTROLATF;X;X;X;X;XX;X;X;5LITROS;FT1181;CF10139;X;XX;X;X;X;X;X;X
P335KLX;XX;RAV4;XX;XX;44;X;X;1GARRAFA;QUAKER;10W30;P967;CA10169;XX;X;X;X;X;X;XX;X;X;XX;XX;X;X;XX;X;X;X;X;X;X
P960JCX;2006;RAV4;XX;XX;44;X;X;1GARRAFA;MAXLIFE;5W30;PH2840;CA10169;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P150KMZ;2007;RAV4;XX;XX;44;X;X;XX;X;XX;X;XX;X;CASTROLATF;X;X;X;X;XX;X;X;4GLS;FT1181;XX;X;X;X;X;X;X;X;X
P805KCZ;XX;RAV4;XX;XX;44;X;X;1GARRAFA;QUAKERFULL;10W30;P967;CA10677;X;XX;X;X;X;X;XXX;X;X;X;XX;CF10285;X;XX;X;X;X;X;X;X
P290GKJ;XX;RAV4;XX;XX;44;X;X;1GARRAFA;MOTUL;20W50;PH2840;17801-28010;X;XX;X;X;X;X;XX;X;X;X;X;CF10139;X;XX;X;X;X;X;X;X
P655FMB;XX;RAV4;XX;XX;44;X;X;6LITROS;MOTULBARRIL;10W30;P967;CA10169;X;XX;X;X;X;X;XX;X;X;X;X;CF10285;X;XX;X;X;X;X;X;X
P916JZH;2019;RAV4;2.5;XX;44;X;X;1GARRAFA;QUAKERFULL;0W20;WL10332;17801-25020;XX;XX;X;X;X;X;XX;X;X;XX;XX;K1310A;X;XX;X;X;X;X;X;X
P455JHL;XX;RAV4;XX;XX;44;X;X;1GARRAFA;MAGNATEC;10W30;P967;CA10677;XX;CASTROLATF;X;X;X;X;XX;X;X;5LITROS;FT35330-73010;CF10285;X;XX;X;X;X;X;X;X
P694KVN;2008;RAV4;XX;XX;44;X;X;GARRAFA;MAGNATEC;20W50;PH2840;CA10169;75W90TRANSFER;CASTROLATF;X;X;X;X;75W90;X;X;1GALON;FT1181;CF10285;X;XX;X;X;X;X;X;X
P540GLK;1997;RAV4;XX;XX;44;X;X;1GARRAFA;MAXLIFE;20W50;PH2840;XX;X;X;X;X;X;X;XX;X;X;XX;X;X;X;XX;X;X;X;X;X;X
P376KTF;2015;RAV4;XX;XX;44;X;X;5LITROS;MOTUL;10W30;P967;XX;X;CASTROLATF;X;X;X;X;XX;X;X;4GLS;FT73010;XX;X;XX;X;X;X;X;X;X
P267KTD;XX;RAV4;XX;XX;44;X;X;1GARRAFA;QUAKERSINT;10W30;P967;CA10677;X;X;X;X;X;X;75W90YTRANSFER;X;X;X;XX;CF10285;X;X;X;X;X;X;X;X
P819KWM;2011;RAV4;X;X;44;X;X;4LITROS;MOTUL;10W30BARRIL;P967;CA10169;X;CASTROLATF;X;X;X;X;X;X;X;5GLS;FT1181;CF10285;X;X;X;X;X;X;X;X
P099KWN;2007;RAV4;2.4;X;44;X;X;4.5LITROS;MAXLIFE;10W30BARRIL;PH2840;CA10169;X;CASTROLATF;X;X;X;X;80W90GL5(2);X;X;4GLS;FT1181;CF10285;X;X;X;X;X;X;X;X
P066JYB;X;RAV4;X;X;44;X;X;1GARRAFA;QUAKER;10W30;P967;CA10677;X;X;X;X;X;X;X;X;X;X;X;CF10285;X;X;X;X;X;X;X;X
P262KVC;X;RAV4;X;X;44;X;X;4.5LITROS;MOTUL;10W30;P967;CA10169;X;CASTROLATF;X;X;X;X;X;X;X;5GLS;FT1181;CF10285;X;X;X;X;X;X;X;X
P994KKD;X;RAV4;X;X;44;X;X;1GARRAFA;QUAKER;10W30;WL10332;17801-25020;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P653KXP;2021;RAV4;X;X;44;X;X;1GARRAFA;QUAKERFULL;5W30;WL10332;17801-25020;X;CASTROLATF;X;X;X;X;X;X;X;5LITROS;X;CFK1310;X;X;X;X;X;X;X;X
P766DBX;X;RAV4;X;X;44;X;X;4LITROS;MOTULBARRIL;10W30;PH2840;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P420KYG;X;RAV4;X;X;44;X;X;1GARRAFA;MAXLIFE;20W50;PH2840;17801-1069;X;CASTROLATF;X;X;X;X;X;X;X;1GALON;FT1181;CF10285;X;X;X;X;X;X;X;X
P640JGZ;X;RAV4;X;X;44;X;X;1GARRAFA;MAGNATEC;20W50;P967;CA10169;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P771KYG;2016;RAV4;X;X;44;X;X;1GARRAFA;MAXLIFE;5W30;P980;17801-21050;X;CASTROLATF;X;X;X;X;X;X;X;1GL2LITROS;FT0W040;CF10285;X;X;X;X;X;X;X;X
P705KJD;X;RAV4;X;X;44;X;X;1GARRAFA;QUAKER;10W30;P967;X;X;X;X;X;X;X;X;X;X;X;X;CF10285;X;X;X;X;X;X;X;X
P070JJF;X;RAV4;X;X;44;X;X;5LITROS;MAXLIFE;10W30BARRIL;P967;CA10677;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P366FSG;X;RAV4;X;X;44;X;X;1GARRAFA;MAGNATEC;10W30;PH2840;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P090HVY;X;RAV4;X;X;44;X;X;1GARRAFA;MAGNATEC;10W30;P967;CA10169;X;MAXLIFEATF;X;X;X;X;X;X;X;5LITROS;FT1181;CF10285;X;X;X;X;X;X;X;X
P595KXP;XX;RAV4;X;X;44;X;X;5LITROS;MOTUL;10W30BARRIL;PH2840;CA10169;X;X;X;X;X;X;X;X;X;X;X;CF10285;X;X;X;X;X;X;X;X
P604KKJ;2022;RAV4;2.4;X;44;X;X;1GARRAFA;QUAKERFULL;0W20;WL10332;17801-25020;X;X;X;X;X;X;X;X;X;X;X;K1310G;X;X;X;X;X;X;X;X
P295HVY;2007;RAV4;3.5;X;44;X;X;6LITROS;VALVOLINEFULL;5W20;P967;CA10169;X;CASTROLATF;X;X;X;X;X;X;X;4GALONES;FT1232;XX;X;X;X;X;X;X;X;X
P872KWM;2010;RAV4;X;X;44;X;X;1GARRAFA;QUAKER;5W30;P967;CA10169;X;X;X;X;X;X;X;X;X;X;X;CF10285;X;X;X;X;X;X;X;X
P492JVT;X;RAV4;X;X;44;X;X;1GARRAFA;QUAKER;5W30;WL10332;17801-25020;X;X;X;X;X;X;X;X;X;X;X;K1310;X;X;X;X;X;X;X;X
P362HXB;X;RAV4;X;X;44;X;X;4.5LITROS;MOTUL;10W30BARRIL;P967;CA10677;X;CASTROLATF;X;X;X;X;X;X;X;3GALONES;FT73010;X;X;X;X;X;X;X;X;X
P785GJL;X;RAV4;X;X;44;X;X;1GARRAFA;VALVOLINEFULL;0W20;P967;X;X;X;X;X;X;X;X;X;X;X;X;CF10285;X;X;X;X;X;X;X;X
P429KTD;2012;RAV4;2.4;X;44;X;X;4.5LITROS;MOTULBARRIL;10W30;P967;CA10169;X;CASTROLATF;X;X;X;X;X;X;X;5LITROS;FT1181;X;X;X;X;X;X;X;X;X
P241HVM;2017;RAV4;2.5;X;44;X;X;X;X;X;X;X;X;MAXLIFEATF;X;X;X;X;X;X;X;4GALONES;FT73010;X;X;X;X;X;X;X;X;X
P685KXP;X;RAV4;X;X;44;X;X;1GARRAFA;MAXLIFE;10W30;P967;CA10169;X;X;X;X;X;X;XX;X;X;X;X;X;X;X;X;X;X;X;X;X
P717GGL;X;RAV4;X;X;44;X;X;1GARRAFA;MAGNATEC;10W30;PH2840;CA10169;X;X;X;X;X;X;X;X;X;X;X;CF10285;X;X;X;X;X;X;X;X
P699JWK;X;RAV4;X;X;44;X;X;4.5LITROS;MOTUL;20W50;PH2840;X;X;CASTROLATF;X;X;X;X;X;X;X;5LITROS;FT1181;X;X;X;X;X;X;X;X;X
